accession,Name,Formula,RT,MainPositiveAdduct,MainNegativeAdduct,KEGG,CAS,PubChem,ChemSpider,UserId,BioCyc,HMDB,Metlin,LipidMaps,Unnamed: 14
DBK00248,Buclizine,C28H33ClN2,0.0,[M+H]+,[M-H]-,,82-95-1,,,,,,,,
DBK00249,Aztreonam,C13H17N5O8S2,0.0,[M+H]+,[M-H]-,,78110-38-0,,,,,,,,
DBK00250,Chlorzoxazone,C7H4ClNO2,0.0,[M+H]+,[M-H]-,,95-25-0,,,,,,,,
DBK00251,Aminoglutethimide,C13H16N2O2,0.0,[M+H]+,[M-H]-,,125-84-8,,,,,,,,
DBK00252,Mefloquine,C17H16F6N2O,0.0,[M+H]+,[M-H]-,,53230-10-7,,,,,,,,
DBK00253,Sulfadiazine,C10H10N4O2S,0.0,[M+H]+,[M-H]-,,68-35-9,,,,,,,,
DBK00254,Sapropterin,C9H15N5O3,0.0,[M+H]+,[M-H]-,,62989-33-7,,,,,,,,
DBK00255,Vinorelbine,C45H54N4O8,0.0,[M+H]+,[M-H]-,,71486-22-1,,,,,,,,
DBK00256,Anidulafungin,C58H73N7O17,0.0,[M+H]+,[M-H]-,,166663-25-8,,,,,,,,
DBK00257,Clozapine,C18H19ClN4,0.0,[M+H]+,[M-H]-,,5786-21-0,,,,,,,,
DBK00258,Sucralfate,C12H35Al9O55S8,0.0,[M+H]+,[M-H]-,,54182-58-0,,,,,,,,
DBK00259,Grepafloxacin,C19H22FN3O3,0.0,[M+H]+,[M-H]-,,119914-60-2,,,,,,,,
DBK00260,Doxylamine,C17H22N2O,0.0,[M+H]+,[M-H]-,,469-21-6,,,,,,,,
DBK00261,Levonorgestrel,C21H28O2,0.0,[M+H]+,[M-H]-,,797-63-7,,,,,,,,
DBK00262,Norepinephrine,C8H11NO3,0.0,[M+H]+,[M-H]-,,51-41-2,,,,,,,,
DBK00263,Cidofovir,C8H14N3O6P,0.0,[M+H]+,[M-H]-,,113852-37-2,,,,,,,,
DBK00264,Mirtazapine,C17H19N3,0.0,[M+H]+,[M-H]-,,85650-52-8,,,,,,,,
DBK00265,Meprobamate,C9H18N2O4,0.0,[M+H]+,[M-H]-,,57-53-4,,,,,,,,
DBK00266,Thiethylperazine,C22H29N3S2,0.0,[M+H]+,[M-H]-,,1420-55-9,,,,,,,,
DBK00267,Timolol,C13H24N4O3S,0.0,[M+H]+,[M-H]-,,26839-75-8,,,,,,,,
DBK00268,Treprostinil,C23H34O5,0.0,[M+H]+,[M-H]-,,81846-19-7,,,,,,,,
DBK00269,Trihexyphenidyl,C20H31NO,0.0,[M+H]+,[M-H]-,,144-11-6,,,,,,,,
DBK00270,Palonosetron,C19H24N2O,0.0,[M+H]+,[M-H]-,,135729-56-5,,,,,,,,
DBK00271,Dydrogesterone,C21H28O2,0.0,[M+H]+,[M-H]-,,152-62-5,,,,,,,,
DBK00272,Mexiletine,C11H17NO,0.0,[M+H]+,[M-H]-,,31828-71-4,,,,,,,,
DBK00273,Dexrazoxane,C11H16N4O4,0.0,[M+H]+,[M-H]-,,24584-09-6,,,,,,,,
DBK00274,Amlodipine,C20H25ClN2O5,0.0,[M+H]+,[M-H]-,,88150-42-9,,,,,,,,
DBK00275,Tacrine,C13H14N2,0.0,[M+H]+,[M-H]-,,321-64-2,,,,,,,,
DBK00276,Oxyphencyclimine,C20H28N2O3,0.0,[M+H]+,[M-H]-,,125-53-1,,,,,,,,
DBK00277,Triamterene,C12H11N7,0.0,[M+H]+,[M-H]-,,396-01-0,,,,,,,,
DBK00278,Valrubicin,C34H36F3NO13,0.0,[M+H]+,[M-H]-,,56124-62-0,,,,,,,,
DBK00279,Procyclidine,C19H29NO,0.0,[M+H]+,[M-H]-,,77-37-2,,,,,,,,
DBK00280,Phenylephrine,C9H13NO2,0.0,[M+H]+,[M-H]-,,59-42-7,,,,,,,,
DBK00281,Carbimazole,C7H10N2O2S,0.0,[M+H]+,[M-H]-,,22232-54-8,,,,,,,,
DBK00282,Digoxin,C41H64O14,0.0,[M+H]+,[M-H]-,,20830-75-5,,,,,,,,
DBK00283,Sulpiride,C15H23N3O4S,0.0,[M+H]+,[M-H]-,,15676-16-1,,,,,,,,
DBK00284,Profenamine,C19H24N2S,0.0,[M+H]+,[M-H]-,,522-00-9,,,,,,,,
DBK00285,Nimodipine,C21H26N2O7,0.0,[M+H]+,[M-H]-,,66085-59-4,,,,,,,,
DBK00286,Beclomethasone dipropionate,C28H37ClO7,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK00287,Carisoprodol,C12H24N2O4,0.0,[M+H]+,[M-H]-,,78-44-4,,,,,,,,
DBK00288,Progesterone,C21H30O2,0.0,[M+H]+,[M-H]-,,57-83-0,,,,,,,,
DBK00289,Phenylpropanolamine,C9H13NO,0.0,[M+H]+,[M-H]-,,14838-15-4,,,,,,,,
DBK00290,Sorafenib,C21H16ClF3N4O3,0.0,[M+H]+,[M-H]-,,284461-73-0,,,,,,,,
DBK00291,Zoledronic acid,C5H10N2O7P2,0.0,[M+H]+,[M-H]-,,118072-93-8,,,,,,,,
DBK00292,Griseofulvin,C17H17ClO6,0.0,[M+H]+,[M-H]-,,126-07-8,,,,,,,,
DBK00293,Nisoldipine,C20H24N2O6,0.0,[M+H]+,[M-H]-,,63675-72-9,,,,,,,,
DBK00294,Eszopiclone,C17H17ClN6O3,0.0,[M+H]+,[M-H]-,,138729-47-2,,,,,,,,
DBK00295,Ceruletide,C58H73N13O21S2,0.0,[M+H]+,[M-H]-,,17650-98-5,,,,,,,,
DBK00296,Alprazolam,C17H13ClN4,0.0,[M+H]+,[M-H]-,,28981-97-7,,,,,,,,
DBK00297,Dexbrompheniramine,C16H19BrN2,0.0,[M+H]+,[M-H]-,,132-21-8,,,,,,,,
DBK00298,Gentian violet cation,C25H30N3,0.0,[M+H]+,[M-H]-,,7438-46-2,,,,,,,,
DBK00299,Loxapine,C18H18ClN3O,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK00300,Remoxipride,C16H23BrN2O3,0.0,[M+H]+,[M-H]-,,80125-14-0,,,,,,,,
DBK00301,Mupirocin,C26H44O9,0.0,[M+H]+,[M-H]-,,12650-69-0,,,,,,,,
DBK00302,Carbamoylcholine,C6H15N2O2,0.0,[M+H]+,[M-H]-,,462-58-8,,,,,,,,
DBK00303,Rosiglitazone,C18H19N3O3S,0.0,[M+H]+,[M-H]-,,122320-73-4,,,,,,,,
DBK00304,Pramipexole,C10H17N3S,0.0,[M+H]+,[M-H]-,,104632-26-0,,,,,,,,
DBK00305,Acetohexamide,C15H20N2O4S,0.0,[M+H]+,[M-H]-,,968-81-0,,,,,,,,
DBK00306,Ampicillin,C16H19N3O4S,0.0,[M+H]+,[M-H]-,,69-53-4,,,,,,,,
DBK00307,Metocurine iodide,C40H48I2N2O6,0.0,[M+H]+,[M-H]-,,7601-55-0,,,,,,,,
DBK00308,Phenoxymethylpenicillin,C16H18N2O5S,0.0,[M+H]+,[M-H]-,,87-08-1,,,,,,,,
DBK00309,Secobarbital,C12H18N2O3,0.0,[M+H]+,[M-H]-,,76-73-3,,,,,,,,
DBK00310,Miglustat,C10H21NO4,0.0,[M+H]+,[M-H]-,,72599-27-0,,,,,,,,
DBK00311,Promazine,C17H20N2S,0.0,[M+H]+,[M-H]-,,58-40-2,,,,,,,,
DBK00312,Spironolactone,C24H32O4S,0.0,[M+H]+,[M-H]-,,52-01-7,,,,,,,,
DBK00313,Methylphenidate,C14H19NO2,0.0,[M+H]+,[M-H]-,,113-45-1,,,,,,,,
DBK00314,Methocarbamol,C11H15NO5,0.0,[M+H]+,[M-H]-,,532-03-6,,,,,,,,
DBK00315,Hyoscyamine,C17H23NO3,0.0,[M+H]+,[M-H]-,,101-31-5,,,,,,,,
DBK00316,Zolpidem,C19H21N3O,0.0,[M+H]+,[M-H]-,,82626-48-0,,,,,,,,
DBK00317,Famciclovir,C14H19N5O4,0.0,[M+H]+,[M-H]-,,104227-87-4,,,,,,,,
DBK00318,Triprolidine,C19H22N2,0.0,[M+H]+,[M-H]-,,486-12-4,,,,,,,,
DBK00319,Streptozocin,C8H15N3O7,0.0,[M+H]+,[M-H]-,,18883-66-4,,,,,,,,
DBK00320,Carboprost tromethamine,C25H47NO8,0.0,[M+H]+,[M-H]-,,58551-69-2,,,,,,,,
DBK00321,Cefpiramide,C25H24N8O7S2,0.0,[M+H]+,[M-H]-,,70797-11-4,,,,,,,,
DBK00322,Lindane,C6H6Cl6,0.0,[M+H]+,[M-H]-,,58-89-9,,,,,,,,
DBK00323,Trifluridine,C10H11F3N2O5,0.0,[M+H]+,[M-H]-,,70-00-8,,,,,,,,
DBK00324,Prochlorperazine,C20H24ClN3S,0.0,[M+H]+,[M-H]-,,58-38-8,,,,,,,,
DBK00325,Cyproheptadine,C21H21N,0.0,[M+H]+,[M-H]-,,129-03-3,,,,,,,,
DBK00326,Nitric Oxide,NO,0.0,[M+H]+,[M-H]-,,10102-43-9,,,,,,,,
DBK00327,Bendroflumethiazide,C15H14F3N3O4S2,0.0,[M+H]+,[M-H]-,,73-48-3,,,,,,,,
DBK00328,Allopurinol,C5H4N4O,0.0,[M+H]+,[M-H]-,,315-30-0,,,,,,,,
DBK00329,Ceftazidime,C22H22N6O7S2,0.0,[M+H]+,[M-H]-,,72558-82-8,,,,,,,,
DBK00330,Cerivastatin,C26H34FNO5,0.0,[M+H]+,[M-H]-,,145599-86-6,,,,,,,,
DBK00331,Trimethoprim,C14H18N4O3,0.0,[M+H]+,[M-H]-,,738-70-5,,,,,,,,
DBK00332,Gemcitabine,C9H11F2N3O4,0.0,[M+H]+,[M-H]-,,95058-81-4,,,,,,,,
DBK00333,Entecavir,C12H15N5O3,0.0,[M+H]+,[M-H]-,,142217-69-4,,,,,,,,
DBK00334,Betamethasone,C22H29FO5,0.0,[M+H]+,[M-H]-,,378-44-9,,,,,,,,
DBK00335,Teniposide,C32H32O13S,0.0,[M+H]+,[M-H]-,,29767-20-2,,,,,,,,
DBK00336,Epirubicin,C27H29NO11,0.0,[M+H]+,[M-H]-,,56420-45-2,,,,,,,,
DBK00337,Chloramphenicol,C11H12Cl2N2O5,0.0,[M+H]+,[M-H]-,,56-75-7,,,,,,,,
DBK00338,Loracarbef,C16H16ClN3O4,0.0,[M+H]+,[M-H]-,,76470-66-1,,,,,,,,
DBK00339,Lansoprazole,C16H14F3N3O2S,0.0,[M+H]+,[M-H]-,,103577-45-3,,,,,,,,
DBK00340,Dipivefrin,C19H29NO5,0.0,[M+H]+,[M-H]-,,52365-63-6,,,,,,,,
DBK00341,Droperidol,C22H22FN3O2,0.0,[M+H]+,[M-H]-,,548-73-2,,,,,,,,
DBK00342,Levothyroxine,C15H11I4NO4,0.0,[M+H]+,[M-H]-,,51-48-9,,,,,,,,
DBK00343,Framycetin,C23H46N6O13,0.0,[M+H]+,[M-H]-,,119-04-0,,,,,,,,
DBK00344,Clomocycline,C23H25ClN2O9,0.0,[M+H]+,[M-H]-,,1181-54-0,,,,,,,,
DBK00345,Meperidine,C15H21NO2,0.0,[M+H]+,[M-H]-,,57-42-1,,,,,,,,
DBK00346,Loratadine,C22H23ClN2O2,0.0,[M+H]+,[M-H]-,,79794-75-5,,,,,,,,
DBK00347,Cefalotin,C16H16N2O6S2,0.0,[M+H]+,[M-H]-,,153-61-7,,,,,,,,
DBK00348,Prazosin,C19H21N5O4,0.0,[M+H]+,[M-H]-,,19216-56-9,,,,,,,,
DBK00349,Imipramine,C19H24N2,0.0,[M+H]+,[M-H]-,,50-49-7,,,,,,,,
DBK00350,Acitretin,C21H26O3,0.0,[M+H]+,[M-H]-,,55079-83-9,,,,,,,,
DBK00351,Verteporfin,C41H42N4O8,0.0,[M+H]+,[M-H]-,,129497-78-5,,,,,,,,
DBK00352,Nabumetone,C15H16O2,0.0,[M+H]+,[M-H]-,,42924-53-8,,,,,,,,
DBK00353,Methscopolamine bromide,C18H24BrNO4,0.0,[M+H]+,[M-H]-,,155-41-9,,,,,,,,
DBK00354,Metharbital,C9H14N2O3,0.0,[M+H]+,[M-H]-,,50-11-3,,,,,,,,
DBK00355,Sodium tetradecyl sulfate,C14H29NaO4S,0.0,[M+H]+,[M-H]-,,139-88-8,,,,,,,,
DBK00356,Ketorolac,C15H13NO3,0.0,[M+H]+,[M-H]-,,74103-06-3,,,,,,,,
DBK00357,Picrotoxin,C30H34O13,0.0,[M+H]+,[M-H]-,,124-87-8,,,,,,,,
DBK00358,Enoxacin,C15H17FN4O3,0.0,[M+H]+,[M-H]-,,74011-58-8,,,,,,,,
DBK00359,Quinine,C20H24N2O2,0.0,[M+H]+,[M-H]-,,130-95-0,,,,,,,,
DBK00360,Tenoxicam,C13H11N3O4S2,0.0,[M+H]+,[M-H]-,,59804-37-4,,,,,,,,
DBK00361,Dronabinol,C21H30O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK00362,Montelukast,C35H36ClNO3S,0.0,[M+H]+,[M-H]-,,158966-92-8,,,,,,,,
DBK00363,Fluoxetine,C17H18F3NO,0.0,[M+H]+,[M-H]-,,54910-89-3,,,,,,,,
DBK00364,Hexylcaine,C16H23NO2,0.0,[M+H]+,[M-H]-,,532-77-4,,,,,,,,
DBK00365,Methohexital,C14H18N2O3,0.0,[M+H]+,[M-H]-,,151-83-7,,,,,,,,
DBK00366,Chlordiazepoxide,C16H14ClN3O,0.0,[M+H]+,[M-H]-,,58-25-3,,,,,,,,
DBK00367,Duloxetine,C18H19NOS,0.0,[M+H]+,[M-H]-,,116539-59-4,,,,,,,,
DBK00368,Chlorpromazine,C17H19ClN2S,0.0,[M+H]+,[M-H]-,,50-53-3,,,,,,,,
DBK00369,Rimantadine,C12H21N,0.0,[M+H]+,[M-H]-,,13392-28-4,,,,,,,,
DBK00370,Amikacin,C22H43N5O13,0.0,[M+H]+,[M-H]-,,37517-28-5,,,,,,,,
DBK00371,Lenalidomide,C13H13N3O3,0.0,[M+H]+,[M-H]-,,191732-72-6,,,,,,,,
DBK00372,Raloxifene,C28H27NO4S,0.0,[M+H]+,[M-H]-,,84449-90-1,,,,,,,,
DBK00373,Celecoxib,C17H14F3N3O2S,0.0,[M+H]+,[M-H]-,,169590-42-5,,,,,,,,
DBK00374,Gallamine triethiodide,C30H60I3N3O3,0.0,[M+H]+,[M-H]-,,65-29-2,,,,,,,,
DBK00375,Brimonidine,C11H10BrN5,0.0,[M+H]+,[M-H]-,,59803-98-4,,,,,,,,
DBK00376,Dicloxacillin,C19H17Cl2N3O5S,0.0,[M+H]+,[M-H]-,,3116-76-5,,,,,,,,
DBK00377,Nabilone,C24H36O3,0.0,[M+H]+,[M-H]-,,51022-71-0,,,,,,,,
DBK00378,Pefloxacin,C17H20FN3O3,0.0,[M+H]+,[M-H]-,,70458-92-3,,,,,,,,
DBK00379,Altretamine,C9H18N6,0.0,[M+H]+,[M-H]-,,645-05-6,,,,,,,,
DBK00380,Sotalol,C12H20N2O3S,0.0,[M+H]+,[M-H]-,,3930-20-9,,,,,,,,
DBK00381,Buspirone,C21H31N5O2,0.0,[M+H]+,[M-H]-,,36505-84-7,,,,,,,,
DBK00382,Miglitol,C8H17NO5,0.0,[M+H]+,[M-H]-,,72432-03-2,,,,,,,,
DBK00383,Fosinopril,C30H46NO7P,0.0,[M+H]+,[M-H]-,,98048-97-6,,,,,,,,
DBK00384,Cefotaxime,C16H17N5O7S2,0.0,[M+H]+,[M-H]-,,63527-52-6,,,,,,,,
DBK00385,Entacapone,C14H15N3O5,0.0,[M+H]+,[M-H]-,,130929-57-6,,,,,,,,
DBK00386,Zidovudine,C10H13N5O4,0.0,[M+H]+,[M-H]-,,30516-87-1,,,,,,,,
DBK00387,Darifenacin,C28H30N2O2,0.0,[M+H]+,[M-H]-,,133099-04-4,,,,,,,,
DBK00388,Oxycodone,C18H21NO4,0.0,[M+H]+,[M-H]-,,76-42-6,,,,,,,,
DBK00389,Phenindione,C15H10O2,0.0,[M+H]+,[M-H]-,,83-12-5,,,,,,,,
DBK00390,Flutamide,C11H11F3N2O3,0.0,[M+H]+,[M-H]-,,13311-84-7,,,,,,,,
DBK00391,Tolmetin,C15H15NO3,0.0,[M+H]+,[M-H]-,,26171-23-3,,,,,,,,
DBK00392,Cimetidine,C10H16N6S,0.0,[M+H]+,[M-H]-,,51481-61-9,,,,,,,,
DBK00393,Haloperidol,C21H23ClFNO2,0.0,[M+H]+,[M-H]-,,52-86-8,,,,,,,,
DBK00394,Ritonavir,C37H48N6O5S2,0.0,[M+H]+,[M-H]-,,155213-67-5,,,,,,,,
DBK00395,Levallorphan,C19H25NO,0.0,[M+H]+,[M-H]-,,152-02-3,,,,,,,,
DBK00396,Tridihexethyl,C21H36NO,0.0,[M+H]+,[M-H]-,,60-49-1,,,,,,,,
DBK00397,Nitazoxanide,C12H9N3O5S,0.0,[M+H]+,[M-H]-,,55981-09-4,,,,,,,,
DBK00398,Triflupromazine,C18H19F3N2S,0.0,[M+H]+,[M-H]-,,146-54-3,,,,,,,,
DBK00399,Dextrothyroxine,C15H11I4NO4,0.0,[M+H]+,[M-H]-,,51-49-0,,,,,,,,
DBK00400,Acetyldigitoxin,C43H66O14,0.0,[M+H]+,[M-H]-,,1111-39-3,,,,,,,,
DBK00401,Vancomycin,C66H75Cl2N9O24,0.0,[M+H]+,[M-H]-,,1404-90-6,,,,,,,,
DBK00402,Aminocaproic acid,C6H13NO2,0.0,[M+H]+,[M-H]-,,60-32-2,,,,,,,,
DBK00403,Dextromethorphan,C18H25NO,0.0,[M+H]+,[M-H]-,,125-71-3,,,,,,,,
DBK00404,Cisplatin,H6Cl2N2Pt,0.0,[M+H]+,[M-H]-,,15663-27-1,,,,,,,,
DBK00405,Anisotropine methylbromide,C17H32BrNO2,0.0,[M+H]+,[M-H]-,,80-50-2,,,,,,,,
DBK00406,Albendazole,C12H15N3O2S,0.0,[M+H]+,[M-H]-,,54965-21-8,,,,,,,,
DBK00407,Trandolapril,C24H34N2O5,0.0,[M+H]+,[M-H]-,,87679-37-6,,,,,,,,
DBK00408,Caspofungin,C52H88N10O15,0.0,[M+H]+,[M-H]-,,162808-62-0,,,,,,,,
DBK00409,Carteolol,C16H24N2O3,0.0,[M+H]+,[M-H]-,,51781-06-7,,,,,,,,
DBK00410,Bentiromide,C23H20N2O5,0.0,[M+H]+,[M-H]-,,37106-97-1,,,,,,,,
DBK00411,Alitretinoin,C20H28O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK00412,Metolazone,C16H16ClN3O3S,0.0,[M+H]+,[M-H]-,,17560-51-9,,,,,,,,
DBK00413,Tolnaftate,C19H17NOS,0.0,[M+H]+,[M-H]-,,2398-96-1,,,,,,,,
DBK00414,Oxaliplatin,C8H14N2O4Pt,0.0,[M+H]+,[M-H]-,,61825-94-3,,,,,,,,
DBK00415,Cinchocaine,C20H29N3O2,0.0,[M+H]+,[M-H]-,,85-79-0,,,,,,,,
DBK00416,Lercanidipine,C36H41N3O6,0.0,[M+H]+,[M-H]-,,100427-26-7,,,,,,,,
DBK00417,Foscarnet,CH3O5P,0.0,[M+H]+,[M-H]-,,4428-95-9,,,,,,,,
DBK00418,Erlotinib,C22H23N3O4,0.0,[M+H]+,[M-H]-,,183321-74-6,,,,,,,,
DBK00419,Cyclophosphamide,C7H15Cl2N2O2P,0.0,[M+H]+,[M-H]-,,50-18-0,,,,,,,,
DBK00420,Mephenytoin,C12H14N2O2,0.0,[M+H]+,[M-H]-,,50-12-4,,,,,,,,
DBK00421,Rofecoxib,C17H14O4S,0.0,[M+H]+,[M-H]-,,162011-90-7,,,,,,,,
DBK00422,Chlormerodrin,C5H11ClHgN2O2,0.0,[M+H]+,[M-H]-,,62-37-3,,,,,,,,
DBK00423,Cefdinir,C14H13N5O5S2,0.0,[M+H]+,[M-H]-,,91832-40-5,,,,,,,,
DBK00424,Guanidine,CH5N3,0.0,[M+H]+,[M-H]-,,113-00-8,,,,,,,,
DBK00425,Ciprofloxacin,C17H18FN3O3,0.0,[M+H]+,[M-H]-,,85721-33-1,,,,,,,,
DBK00426,Gadoversetamide,C20H34GdN5O10,0.0,[M+H]+,[M-H]-,,131069-91-5,,,,,,,,
DBK00427,Toremifene,C26H28ClNO,0.0,[M+H]+,[M-H]-,,89778-26-7,,,,,,,,
DBK00428,Nortriptyline,C19H21N,0.0,[M+H]+,[M-H]-,,72-69-5,,,,,,,,
DBK00429,Vincristine,C46H56N4O10,0.0,[M+H]+,[M-H]-,,57-22-7,,,,,,,,
DBK00430,Benazepril,C24H28N2O5,0.0,[M+H]+,[M-H]-,,86541-75-5,,,,,,,,
DBK00431,Amoxapine,C17H16ClN3O,0.0,[M+H]+,[M-H]-,,14028-44-5,,,,,,,,
DBK00432,Fluorouracil,C4H3FN2O2,0.0,[M+H]+,[M-H]-,,51-21-8,,,,,,,,
DBK00433,Pyridostigmine,C9H13N2O2,0.0,[M+H]+,[M-H]-,,155-97-5,,,,,,,,
DBK00434,Adinazolam,C19H18ClN5,0.0,[M+H]+,[M-H]-,,37115-32-5,,,,,,,,
DBK00435,Desoximetasone,C22H29FO4,0.0,[M+H]+,[M-H]-,,382-67-2,,,,,,,,
DBK00436,Azelaic acid,C9H16O4,0.0,[M+H]+,[M-H]-,,123-99-9,,,,,,,,
DBK00437,Zafirlukast,C31H33N3O6S,0.0,[M+H]+,[M-H]-,,107753-78-6,,,,,,,,
DBK00438,Propylthiouracil,C7H10N2OS,0.0,[M+H]+,[M-H]-,,51-52-5,,,,,,,,
DBK00439,Acetohydroxamic acid,C2H5NO2,0.0,[M+H]+,[M-H]-,,546-88-3,,,,,,,,
DBK00440,Pentostatin,C11H16N4O4,0.0,[M+H]+,[M-H]-,,53910-25-1,,,,,,,,
DBK00441,Methoxsalen,C12H8O4,0.0,[M+H]+,[M-H]-,,298-81-7,,,,,,,,
DBK00442,Piroxicam,C15H13N3O4S,0.0,[M+H]+,[M-H]-,,36322-90-4,,,,,,,,
DBK00443,Lamotrigine,C9H7Cl2N5,0.0,[M+H]+,[M-H]-,,84057-84-1,,,,,,,,
DBK00444,Perflutren,C3F8,0.0,[M+H]+,[M-H]-,,76-19-7,,,,,,,,
DBK00445,Hydroxyzine,C21H27ClN2O2,0.0,[M+H]+,[M-H]-,,68-88-2,,,,,,,,
DBK00446,Zanamivir,C12H20N4O7,0.0,[M+H]+,[M-H]-,,139110-80-8,,,,,,,,
DBK00447,Bosentan,C27H29N5O6S,0.0,[M+H]+,[M-H]-,,147536-97-8,,,,,,,,
DBK00448,Tigecycline,C29H39N5O8,0.0,[M+H]+,[M-H]-,,220620-09-7,,,,,,,,
DBK00449,Doxapram,C24H30N2O2,0.0,[M+H]+,[M-H]-,,309-29-5,,,,,,,,
DBK00450,Benzthiazide,C15H14ClN3O4S3,0.0,[M+H]+,[M-H]-,,91-33-8,,,,,,,,
DBK00451,Methotrexate,C20H22N8O5,0.0,[M+H]+,[M-H]-,,59-05-2,,,,,,,,
DBK00452,Carbamazepine,C15H12N2O,0.0,[M+H]+,[M-H]-,,298-46-4,,,,,,,,
DBK00453,Cisatracurium,C53H72N2O12,0.0,[M+H]+,[M-H]-,,96946-41-7,,,,,,,,
DBK00454,Succimer,C4H6O4S2,0.0,[M+H]+,[M-H]-,,304-55-2,,,,,,,,
DBK00455,Cephalexin,C16H17N3O4S,0.0,[M+H]+,[M-H]-,,15686-71-2,,,,,,,,
DBK00456,Cinnarizine,C26H28N2,0.0,[M+H]+,[M-H]-,,298-57-7,,,,,,,,
DBK00457,Fondaparinux,C31H53N3O49S8,0.0,[M+H]+,[M-H]-,,104993-28-4,,,,,,,,
DBK00458,Vinblastine,C46H58N4O9,0.0,[M+H]+,[M-H]-,,865-21-4,,,,,,,,
DBK00459,Propranolol,C16H21NO2,0.0,[M+H]+,[M-H]-,,525-66-6,,,,,,,,
DBK00460,Atropine,C17H23NO3,0.0,[M+H]+,[M-H]-,,51-55-8,,,,,,,,
DBK00461,Fenoprofen,C15H14O3,0.0,[M+H]+,[M-H]-,,29679-58-1,,,,,,,,
DBK00462,Fenfluramine,C12H16F3N,0.0,[M+H]+,[M-H]-,,458-24-2,,,,,,,,
DBK00463,Clonidine,C9H9Cl2N3,0.0,[M+H]+,[M-H]-,,4205-90-7,,,,,,,,
DBK00464,Sulfamethizole,C9H10N4O2S2,0.0,[M+H]+,[M-H]-,,144-82-1,,,,,,,,
DBK00465,Valaciclovir,C13H20N6O4,0.0,[M+H]+,[M-H]-,,124832-26-4,,,,,,,,
DBK00466,Carbenicillin,C17H18N2O6S,0.0,[M+H]+,[M-H]-,,4697-36-3,,,,,,,,
DBK00467,Mazindol,C16H13ClN2O,0.0,[M+H]+,[M-H]-,,22232-71-9,,,,,,,,
DBK00468,Valdecoxib,C16H14N2O3S,0.0,[M+H]+,[M-H]-,,181695-72-7,,,,,,,,
DBK00469,Lactulose,C12H22O11,0.0,[M+H]+,[M-H]-,,4618-18-2,,,,,,,,
DBK00470,Voriconazole,C16H14F3N5O,0.0,[M+H]+,[M-H]-,,137234-62-9,,,,,,,,
DBK00471,Levocarnitine,C7H15NO3,0.0,[M+H]+,[M-H]-,,541-15-1,,,,,,,,
DBK00472,Enalapril,C20H28N2O5,0.0,[M+H]+,[M-H]-,,75847-73-3,,,,,,,,
DBK00473,Nizatidine,C12H21N5O2S2,0.0,[M+H]+,[M-H]-,,76963-41-2,,,,,,,,
DBK00474,Diclofenac,C14H11Cl2NO2,0.0,[M+H]+,[M-H]-,,15307-86-5,,,,,,,,
DBK00475,Cinalukast,C23H28N2O3S,0.0,[M+H]+,[M-H]-,,128312-51-6,,,,,,,,
DBK00476,Fluticasone propionate,C25H31F3O5S,0.0,[M+H]+,[M-H]-,,80474-14-2,,,,,,,,
DBK00477,Lisuride,C20H26N4O,0.0,[M+H]+,[M-H]-,,18016-80-3,,,,,,,,
DBK00478,Doxazosin,C23H25N5O5,0.0,[M+H]+,[M-H]-,,74191-85-8,,,,,,,,
DBK00479,Fluocinolone acetonide,C24H30F2O6,0.0,[M+H]+,[M-H]-,,67-73-2,,,,,,,,
DBK00480,Piperazine,C4H10N2,0.0,[M+H]+,[M-H]-,,110-85-0,,,,,,,,
DBK00481,Ethosuximide,C7H11NO2,0.0,[M+H]+,[M-H]-,,77-67-8,,,,,,,,
DBK00482,Amiloride,C6H8ClN7O,0.0,[M+H]+,[M-H]-,,2609-46-3,,,,,,,,
DBK00483,Oxytetracycline,C22H24N2O9,0.0,[M+H]+,[M-H]-,,79-57-2,,,,,,,,
DBK00484,Ulobetasol,C22H27ClF2O4,0.0,[M+H]+,[M-H]-,,98651-66-2,,,,,,,,
DBK00485,Gadoteridol,C17H29GdN4O7,0.0,[M+H]+,[M-H]-,,120066-54-8,,,,,,,,
DBK00486,Labetalol,C19H24N2O3,0.0,[M+H]+,[M-H]-,,36894-69-6,,,,,,,,
DBK00487,Thiopental,C11H18N2O2S,0.0,[M+H]+,[M-H]-,,76-75-5,,,,,,,,
DBK00488,Monobenzone,C13H12O2,0.0,[M+H]+,[M-H]-,,103-16-2,,,,,,,,
DBK00489,Linezolid,C16H20FN3O4,0.0,[M+H]+,[M-H]-,,165800-03-3,,,,,,,,
DBK00490,Ivermectin,C95H146O28,0.0,[M+H]+,[M-H]-,,70288-86-7,,,,,,,,
DBK00491,Medroxyprogesterone acetate,C24H34O4,0.0,[M+H]+,[M-H]-,,71-58-9,,,,,,,,
DBK00492,Cisapride,C23H29ClFN3O4,0.0,[M+H]+,[M-H]-,,81098-60-4,,,,,,,,
DBK00493,Sulindac,C20H17FO3S,0.0,[M+H]+,[M-H]-,,38194-50-2,,,,,,,,
DBK00494,Cyclothiazide,C14H16ClN3O4S2,0.0,[M+H]+,[M-H]-,,2259-96-3,,,,,,,,
